Species,ProteinGroup,log2_diff,log2_mean,max_cv,min_n,max_qval,p_value,p_adj
HUMAN,O43353,-0.301651,8.366944,16.802233,3,0.00026277755,0.07662395,0.23298608
HUMAN,O43379,-0.033792496,10.487139,8.678026,3,0.00013659336,0.67796147,0.7952381
HUMAN,O43390,-0.05354786,12.910955,6.9848094,3,0.00013659336,0.49165228,0.69242215
HUMAN,O43395,-0.0656414,9.526537,8.138938,3,0.00013659336,0.4583991,0.6773172
HUMAN,O43396,-0.02523613,10.800945,9.38304,3,0.00013659336,0.7889234,0.8680122
HUMAN,O43399,-0.0403471,10.710423,7.35835,3,0.00013659336,0.6190291,0.76085037
HUMAN,O43402,-0.09310341,10.184411,10.513428,3,0.00013659336,0.4121196,0.65515876
HUMAN,O43414,-0.0503397,9.72918,10.600852,3,0.00013659336,0.67666954,0.7946811
HUMAN,O43422,-0.1833744,8.793524,14.677206,3,0.00013659336,0.24443316,0.5461934
HUMAN,O43432,-0.13788176,6.3101735,17.326414,3,0.00013659336,0.38039556,0.6381487
HUMAN,O43447,-0.06945896,11.515799,8.94593,3,0.00013659336,0.46040845,0.6773172
HUMAN,O43463,-0.09988785,9.133663,12.805446,3,0.00013659336,0.48198405,0.6878217
HUMAN,O43464,-0.033418655,10.724515,4.3591323,3,0.00013659336,0.49904138,0.694752
HUMAN,O43482,-0.015918732,8.351796,21.233593,3,0.00013659336,0.9278628,0.95745003
HUMAN,O43488,-0.14955044,10.217099,10.134482,3,0.00013659336,0.18193379,0.46407092
HUMAN,O43491,-0.12216759,10.601496,11.805583,3,0.00013659336,0.36198387,0.6293121
HUMAN,O43493,-0.13571215,6.5518956,31.1259,3,0.00013659336,0.61104834,0.75609183
HUMAN,O43502,-0.11221075,6.764867,24.942719,3,0.00013659336,0.6266132,0.7656107
HUMAN,O43504,-0.13574314,9.273376,16.191748,3,0.00013659336,0.42827404,0.66356736
HUMAN,O43513,-0.043787003,8.37557,21.006735,3,0.00013659336,0.8247913,0.8926962
HUMAN,O43583,-0.16388702,10.932878,15.494958,3,0.00013659336,0.25966135,0.56262714
HUMAN,O43592,-0.064279556,9.633555,7.5878153,3,0.00013659336,0.40151075,0.6480684
HUMAN,O43598,-0.23873615,10.556543,18.81395,3,0.00013659336,0.1900807,0.47876218
HUMAN,O43615,-0.082782745,10.774825,7.6777105,3,0.00013659336,0.32441014,0.60859305
HUMAN,O43617,-0.05256653,10.470837,9.105521,3,0.00013659336,0.6140097,0.75741583
HUMAN,O43633,-0.0023784637,11.132941,17.955006,3,0.00013659336,0.98848975,0.994185
HUMAN,O43639,-0.045113564,9.017164,9.556086,3,0.00013659336,0.6318869,0.76785487
HUMAN,O43660,-0.04796505,9.563583,14.230705,3,0.00013659336,0.69365925,0.8049971
HUMAN,O43663,-0.1526146,9.677295,12.686825,3,0.00013659336,0.25702894,0.5606706
HUMAN,O43665,-0.2257309,7.824181,10.035008,3,0.00013659336,0.09152066,0.27172816
HUMAN,O43670,-0.034708977,11.23632,5.533139,3,0.00013659336,0.49353924,0.69250107
HUMAN,O43674,-0.019275665,10.578336,5.892867,3,0.00013659336,0.74458706,0.83995837
HUMAN,O43676,-0.009527206,8.282527,11.5252285,3,0.00013659336,0.92791647,0.95745003
HUMAN,O43678,-0.16810608,10.294477,8.715686,3,0.00013659336,0.1075567,0.3098798
HUMAN,O43681,-0.17014122,10.756067,13.259191,3,0.00013659336,0.26029992,0.56329364
HUMAN,O43683,-0.07995796,7.7053347,8.857334,3,0.00013659336,0.3710127,0.6330462
HUMAN,O43684,-0.094516754,10.729124,6.9386225,3,0.00013659336,0.21767096,0.5154448
HUMAN,O43707,-0.083322525,12.823411,8.008792,3,0.00013659336,0.37139374,0.6330802
HUMAN,O43708,-0.022927284,8.603688,8.517638,3,0.00013659336,0.78656346,0.86677307
HUMAN,O43709,-0.09191513,8.845595,12.442551,3,0.00013659336,0.46852002,0.6827235
HUMAN,O43715,-0.16857767,7.8752527,11.15448,3,0.00013659336,0.22579035,0.5248142
HUMAN,O43716,-0.06757641,9.457583,7.792678,3,0.00013659336,0.44483992,0.670986
HUMAN,O43719,-0.06978321,10.1563225,8.459201,3,0.00013659336,0.35486528,0.6252642
HUMAN,O43747,-0.06322098,10.202914,7.7209797,3,0.00013659336,0.4089104,0.6529638
HUMAN,O43752,-0.045505524,10.452029,12.215823,3,0.00013659336,0.674789,0.7934307
HUMAN,O43760,-0.06488037,9.653087,13.346645,3,0.00013659336,0.64720047,0.7764125
HUMAN,O43765,-0.080472946,10.55156,5.8624024,3,0.00013659336,0.2560194,0.5593771
HUMAN,O43766,-0.067747116,8.577817,12.995548,3,0.00013659336,0.63095534,0.76719844
HUMAN,O43768,-0.051279068,10.351883,15.714872,3,0.00013659336,0.7249594,0.82672083
HUMAN,O43772,-0.078053474,8.884539,17.249811,3,0.00013659336,0.6756574,0.7941774
HUMAN,O43776,-0.067331314,11.267207,6.965443,3,0.00013659336,0.41271663,0.65515876
HUMAN,O43808,-0.14307117,10.805102,18.575453,3,0.00013659336,0.43297625,0.6646454
HUMAN,O43809,-0.076851845,10.645061,9.549421,3,0.00013659336,0.46225446,0.6779467
HUMAN,O43813,-0.02335167,9.897711,9.773315,3,0.00013659336,0.80289924,0.87654555
HUMAN,O43815,-0.084552765,9.428792,10.095244,3,0.00013659336,0.410692,0.65389186
HUMAN,O43818,-0.045535088,10.1026945,5.5516667,3,0.00013659336,0.46634766,0.681196
HUMAN,O43819,-0.028844833,9.054347,19.747297,3,0.00013659336,0.8649717,0.9188216
HUMAN,O43823,0.010762215,9.402898,10.004785,3,0.00013659336,0.92113256,0.95305026
HUMAN,O43824,0.15553665,8.6515465,23.741453,3,0.0047863647,0.5553069,0.72422475
HUMAN,O43837,-0.1896925,10.46259,13.437833,3,0.00013659336,0.21751213,0.5154067
HUMAN,O43847,-0.0765934,10.772418,7.2815757,3,0.00013659336,0.36816117,0.63198215
HUMAN,O43852,-0.07634926,11.384857,8.6524515,3,0.00013659336,0.43539113,0.66615206
HUMAN,O43865,-0.10162258,10.90713,11.992906,3,0.00013659336,0.4194137,0.6586778
HUMAN,O43913,-0.18379784,9.566251,7.549264,3,0.00013659336,0.08297042,0.24883816
HUMAN,O43920,-0.03502941,9.127652,8.731712,3,0.00013659336,0.6617318,0.78567666
HUMAN,O43929,-0.16350746,9.41442,21.85567,3,0.00013659336,0.41248772,0.65515876
HUMAN,O43933,-0.015198708,8.879936,7.012862,3,0.00013659336,0.79395986,0.87097627
HUMAN,O60216,-0.078045845,10.89533,9.573167,3,0.00013659336,0.4385105,0.66760623
HUMAN,O60220,-0.11993313,10.346915,9.658314,3,0.00013659336,0.22185574,0.5204043
HUMAN,O60231,-0.13705349,9.574631,8.547951,3,0.00013659336,0.17862977,0.45752877
